Txn_ID,Posting_Date_Raw,Invoice_Date_Raw,Fiscal_Period,Entity,Account_Code_Raw,Cost_Center_Raw,Cost_Center,Vendor_Name_Raw,Invoice_Number,PO_Number,Currency,Amount,Tax_Code,Narrative,Source_System
TXN000068,23-09-2025,17-09-2025,2025-09,AUS01,5710,,HR,AWS,INV86153,,AUD,30367.23,EXPORT,Payment for subscription,API Import
TXN000069,10/28/2025,10/25/2025,2025-10,AUS01,5520,,MKT,Deloitte Touche,INV57962,,USD,12196.43,INPUT,Payment for consulting,Oracle
TXN000070,08/14/2025,08/08/2025,2025-08,AUS01,5920,,HR,DHL Express,INV85483,PO2636,NZD,20337.73,GST-FREE,Payment for subscription,Oracle
TXN000071,18-01-2026,11-01-2026,2026-01,AUS01,5200,,CORP,Zoom,INV33148,PO3203,USD,21337.12,GST,Payment for license,API Import
TXN000072,01/24/2026,01/16/2026,2026-01,AUS01,5300,,FIN,Deloitte Touche,INV17869,,AUD,17988.25,GST-FREE,Payment for subscription,Manual Entry
TXN000073,2026-08-27,2026-08-19,2026-08,AUS01,5800,,CORP,BCG,INV55107,,NZD,16307.19,INPUT,Payment for services,Workday
TXN000074,28-03-2026,18-03-2026,2026-08,AUS01,5600,,MKT,Oracle,INV68580,PO7243,NZD,16044.4,EXPORT,Payment for license,Workday
TXN000075,15-03-2025,12-03-2025,2025-08,AUS01,5620,,IT,BCG,INV19351,,GBP,28444.18,EXPORT,Payment for subscription,Oracle
TXN000076,01/11/2026,01/06/2026,2026-01,AUS01,5710,,HR,PWC,INV57600,PO9535,GBP,12279.04,EXPORT,Payment for consulting,Manual Entry
TXN000077,08/01/2026,05/01/2026,2026-01,AUS01,5110,,VIC,Accenture Pty,INV37600,,NZD,42325.64,GST,Payment for services,SAP
TXN000078,03-03-2026,25-01-2026,2026-08,AUS01,5010,,QLD,Amazon,INV23622,,GBP,23626.83,GST,Payment for goods,SAP
TXN000079,21-03-2026,16-03-2026,2026-08,AUS01,5210,,IT,Accenture Pty,INV27206,PO3795,NZD,19997.9,GST-FREE,Payment for services,SAP
TXN000080,03/22/2026,03/16/2026,2026-08,AUS01,5920,,OPS,Seek Limited,INV81898,PO9835,GBP,43876.67,INPUT,Payment for goods,API Import
TXN000081,20-03-2026,10-03-2026,2026-08,AUS01,5410,,OPS,EY Australia,INV21738,PO6992,NZD,21726.16,GST-FREE,Payment for consulting,Workday
TXN000082,03/05/2026,03/04/2026,2026-08,AUS01,5000,,NSW,Slack,INV74478,PO8816,NZD,12975.62,GST,Payment for subscription,SAP
TXN000083,25-03-2025,20-03-2025,2025-08,AUS01,5610,,CORP,ServiceNow Inc,INV63967,PO8161,AUD,24714.73,GST-FREE,Payment for consulting,Oracle
TXN000084,06-03-2025,30-01-2025,2025-08,AUS01,5210,,,Deloitte Touche,INV77713,PO5454,AUD,19058.55,GST-FREE,Payment for subscription,API Import
TXN000085,08/26/2025,08/19/2025,2025-08,AUS01,5200,,CORP,Salesforce,INV93478,PO8418,USD,6234.42,GST,Payment for subscription,API Import
TXN000086,16/08/2025,10/08/2025,2025-08,AUS01,5000,,VIC,Zoom,INV34371,PO5622,AUD,43640.26,GST,Payment for subscription,Oracle
TXN000087,23-03-2026,22-03-2026,2026-08,AUS01,5210,,IT,Google,INV54815,PO9165,USD,761.15,GST-FREE,Payment for subscription,Manual Entry
TXN000088,2026-08-23,2026-08-17,2026-08,AUS01,5020,,CORP,Zoom,INV19356,PO3975,AUD,12066.01,EXPORT,Payment for goods,Workday
TXN000089,27-03-2026,26-03-2026,2026-08,AUS01,5100,,VIC,Accenture Pty,INV42396,PO1549,GBP,34728.02,EXPORT,Payment for goods,Manual Entry
TXN000090,2026-01-24,2026-01-15,2026-01,AUS01,5700,,HR,Workday,INV52344,,GBP,17571.62,INPUT,Payment for services,API Import
TXN000091,2025-08-17,2025-08-12,2025-08,AUS01,5500,,MKT,EY Australia,INV97385,,USD,16283.16,GST,Payment for services,Oracle
TXN000092,21-01-2026,15-01-2026,2026-01,AUS01,5000,,MKT,Adobe,INV41862,,NZD,26352.89,EXPORT,Payment for services,API Import
TXN000093,26-06-2025,16-06-2025,2025-08,AUS01,5110,,IT,Regus Australia,INV21980,PO6544,AUD,11267.63,EXPORT,Payment for services,SAP
TXN000094,12/03/2025,03/03/2025,2025-08,AUS01,5900,,IT,GCP,INV83184,PO6690,USD,22004.15,INPUT,Payment for consulting,Oracle
TXN000095,01-01-2026,26-12-2025,2026-01,AUS01,5800,,ACT,Slack,INV67344,PO9892,NZD,40449.97,EXPORT,Payment for consulting,Oracle
TXN000096,19-03-2026,10-03-2026,2026-08,AUS01,5320,,OPS,McKinsey,INV19027,PO8362,GBP,12462.07,GST-FREE,Payment for subscription,Workday
TXN000097,11/18/2025,11/10/2025,2025-11,AUS01,5000,,HR,Robert Half International,INV91229,PO4912,GBP,33041.23,GST,Payment for subscription,SAP
TXN000098,22-03-2025,18-03-2025,2025-08,AUS01,5510,,MKT,Hays,INV63713,PO2809,USD,27625.46,INPUT,Payment for services,API Import
TXN000099,2026-08-22,2026-08-21,2026-08,AUS01,5910,,HR,Slack,INV24031,PO2617,USD,39319.83,GST-FREE,Payment for services,API Import
TXN000100,21-01-2026,13-01-2026,2026-01,AUS01,5510,,MKT,Deloitte Touche,INV11715,PO4419,AUD,16549.3,GST,Payment for consulting,SAP
TXN000101,2026-01-15,2026-01-09,2026-01,AUS01,5520,,MKT,AusPost,INV90862,,NZD,35761.81,GST,Payment for services,SAP
TXN000102,03/27/2026,03/25/2026,2026-08,AUS01,5200,,IT,GCP,INV34832,,AUD,32660.22,EXPORT,Payment for goods,API Import
TXN000103,21/12/2025,12/12/2025,2025-12,AUS01,5800,,VIC,AusPost,INV98407,PO7997,AUD,34506.13,INPUT,Payment for services,Oracle
TXN000104,26/01/2026,17/01/2026,2026-01,AUS01,5400,,FIN,Robert Half International,INV56179,PO6319,NZD,29623.18,EXPORT,Payment for subscription,Manual Entry
TXN000105,25-01-2026,19-01-2026,2026-01,AUS01,5610,,FIN,Accenture Pty,INV57187,PO8331,USD,16940.33,INPUT,Payment for consulting,SAP
TXN000106,2025-08-24,2025-08-19,2025-08,AUS01,5610,,VIC,Amazon,INV10860,PO4635,USD,44704.2,INPUT,Payment for goods,Workday
TXN000107,03/01/2026,01/23/2026,2026-08,AUS01,5510,,MKT,Zoom,INV30461,,AUD,1794.36,INPUT,Payment for subscription,API Import
TXN000108,08/09/2025,03/09/2025,2025-09,AUS01,5900,,R&D,EY Australia,INV20118,PO8905,AUD,25714.87,GST-FREE,Payment for goods,Manual Entry
TXN000109,2026-08-27,2026-08-17,2026-08,AUS01,5620,,CORP,EY Australia,INV20286,PO6478,AUD,32912.44,EXPORT,Payment for subscription,Manual Entry
TXN000110,2026-08-14,2026-08-10,2026-08,AUS01,5800,,CORP,AWS,INV51853,PO3450,GBP,2530.34,GST,Payment for subscription,API Import
TXN000111,23-03-2026,20-03-2026,2026-08,AUS01,5010,,SA,DHL Express,INV39109,PO7460,GBP,33902.53,GST,Payment for goods,Oracle
TXN000112,2025-08-11,2025-08-03,2025-08,AUS01,5600,,HR,MSFT,INV75774,PO3136,GBP,11888.85,EXPORT,Payment for goods,Manual Entry
TXN000113,18-03-2026,10-03-2026,2026-08,AUS01,5400,,IT,SAP,INV66369,PO2467,USD,10979.95,INPUT,Payment for services,Manual Entry
TXN000114,09/14/2025,09/08/2025,2025-09,AUS01,5200,,SA,McKinsey,INV49953,,NZD,26765.08,GST,Payment for subscription,API Import
TXN000115,27-01-2026,17-01-2026,2026-01,AUS01,5110,,FIN,Optus Pty,INV36173,PO3555,AUD,41597.17,GST-FREE,Payment for services,SAP
TXN000116,2026-08-24,2026-08-20,2026-08,AUS01,5610,,WA,Zoom,INV49992,PO1372,NZD,716.62,GST,Payment for subscription,Oracle
TXN000117,24-03-2026,20-03-2026,2026-08,AUS01,5520,,MKT,Deloitte Touche,INV97590,,GBP,28074.59,GST-FREE,Payment for license,API Import
TXN000118,02-03-2026,01/30/2026,2026-08,AUS01,5010,,VIC,KPMG Australia,INV16957,PO1136,USD,35534.56,INPUT,Payment for services,Manual Entry
TXN000119,03/22/2026,03/16/2026,2026-08,AUS01,5920,,CORP,GCP,INV40299,PO9331,AUD,13233.05,EXPORT,Payment for services,Workday
TXN000120,2026-01-16,2026-01-13,2026-01,AUS01,5200,,CORP,Robert Half International,INV15210,,GBP,25274.87,GST,Payment for license,Workday
TXN000121,11-10-2025,04-10-2025,2025-10,AUS01,5800,,CORP,Adobe,INV56580,PO4869,AUD,15670.42,INPUT,Payment for license,Workday
TXN000122,2026-08-26,2026-08-21,2026-08,AUS01,5400,,NSW,Amazon,INV61491,PO2438,NZD,10228.66,INPUT,Payment for consulting,API Import
TXN000123,22/01/2026,15/01/2026,2026-01,AUS01,5210,,IT,Zoom,INV68873,PO4387,GBP,43677.12,INPUT,Payment for goods,API Import
TXN000124,18/03/2025,15/03/2025,2025-08,AUS01,5300,,,Slack,INV96013,PO3589,GBP,44806.29,GST-FREE,Payment for subscription,SAP
TXN000125,2025-08-18,2025-08-15,2025-08,AUS01,5310,,CORP,Zoom,INV63903,PO5485,AUD,34468.03,EXPORT,Payment for goods,Oracle
TXN000126,04-03-2026,01-03-2026,2026-08,AUS01,5000,,VIC,PWC,INV13418,PO8808,USD,26876.6,GST-FREE,Payment for goods,API Import
TXN000127,28-03-2026,22-03-2026,2026-08,AUS01,5120,,QLD,Federal Express,INV35330,,GBP,21375.73,GST-FREE,Payment for consulting,SAP
TXN000128,09-01-2025,05-01-2025,2025-01,AUS01,5800,,SA,SAP,INV90879,PO6323,USD,3069.52,EXPORT,Payment for consulting,Oracle
TXN000129,14-03-2026,13-03-2026,2026-08,AUS01,5610,,R&D,Federal Express,INV78242,,NZD,17797.37,GST,Payment for consulting,SAP
TXN000130,08-03-2026,07-03-2026,2026-08,AUS01,5520,,MKT,Federal Express,INV62171,PO5684,AUD,8624.28,EXPORT,Payment for consulting,Oracle
TXN000131,03/14/2026,03/04/2026,2026-08,AUS01,5010,,SA,Zoom,INV21854,PO2854,GBP,37362.22,EXPORT,Payment for goods,API Import
TXN000132,23-03-2026,16-03-2026,2026-08,AUS01,5410,,CORP,McKinsey,INV87373,PO4308,GBP,1218.55,EXPORT,Payment for consulting,SAP
TXN000133,03/09/2026,03/06/2026,2026-08,AUS01,5710,,HR,Atlassian Pty,INV93109,PO9582,AUD,5226.01,EXPORT,Payment for consulting,API Import
TXN000134,20/01/2026,13/01/2026,2026-01,AUS01,5520,,MKT,Federal Express,INV84120,PO3459,AUD,34594.89,INPUT,Payment for goods,Oracle
TXN000135,2026-01-06,2025-12-30,2026-01,AUS01,5300,,QLD,EY Australia,INV25408,PO4323,GBP,13066.25,GST-FREE,Payment for services,API Import
TXN000136,03/25/2026,03/24/2026,2026-08,AUS01,5420,,CORP,Hays,INV89689,PO4897,GBP,24503.2,GST,Payment for goods,API Import
TXN000137,22-12-2025,14-12-2025,2025-12,AUS01,5410,,WA,Optus Pty,INV42075,PO5556,AUD,27094.62,GST,Payment for license,API Import
TXN000138,27/01/2026,26/01/2026,2026-01,AUS01,5120,,CORP,Zoom,INV29054,PO5889,AUD,29432.13,GST,Payment for subscription,SAP
TXN000139,2025-08-02,2025-08-26,2025-08,AUS01,5120,,R&D,Adobe,INV69682,PO6901,NZD,27537.93,GST-FREE,Payment for services,SAP
TXN000140,03/25/2026,03/19/2026,2026-08,AUS01,5320,,CORP,Federal Express,INV48382,PO2999,AUD,34154.05,GST,Payment for subscription,Workday
TXN000141,17-01-2026,08-01-2026,2026-01,AUS01,5200,,IT,Workday,INV73394,PO5705,AUD,5007.67,GST,Payment for consulting,API Import
TXN000142,03/28/2026,03/23/2026,2026-08,AUS01,5510,,MKT,WeWork Australia,INV78118,PO9154,USD,27681.62,EXPORT,Payment for consulting,Oracle
TXN000143,20/10/2025,15/10/2025,2025-10,AUS01,5200,,CORP,AWS,INV37175,PO7793,AUD,1177.01,GST,Payment for consulting,SAP
TXN000144,03/11/2026,02-03-2026,2026-08,AUS01,5900,,MKT,Workday,INV43347,PO6042,AUD,28863.76,INPUT,Payment for subscription,API Import
TXN000145,01/18/2026,01/17/2026,2026-01,AUS01,5100,,OPS,BCG,INV33020,,NZD,17882.61,GST,Payment for subscription,Manual Entry
TXN000146,2026-08-16,2026-08-13,2026-08,AUS01,5500,,MKT,Zoom,INV70616,PO7782,GBP,40153.42,INPUT,Payment for services,API Import
TXN000147,01/10/2025,01/01/2025,2025-01,AUS01,5520,,MKT,Amazon,INV56346,,USD,26025.15,INPUT,Payment for goods,Workday
TXN000148,2026-08-27,2026-08-21,2026-08,AUS01,5400,,SA,Adobe,INV50407,PO6152,GBP,8513.31,GST,Payment for services,Workday
TXN000149,2026-01-14,2026-01-06,2026-01,AUS01,5210,,IT,Regus Australia,INV38329,PO3867,GBP,37342.64,INPUT,Payment for services,Workday
TXN000150,2026-08-26,2026-08-22,2026-08,AUS01,5020,,SA,Optus Pty,INV34931,PO8921,AUD,35976.24,GST-FREE,Payment for license,Workday
TXN000151,03/25/2026,03/22/2026,2026-08,AUS01,5810,,CORP,GCP,INV70210,PO9558,USD,9312.9,GST,Payment for services,SAP
TXN000152,2026-01-10,2025-12-31,2026-01,AUS01,5920,,NSW,Google,INV23513,PO6119,NZD,21062.73,GST,Payment for services,API Import
TXN000153,01/25/2026,01/21/2026,2026-01,AUS01,5310,,OPS,SAP,INV67817,PO5467,USD,12966.88,INPUT,Payment for goods,Oracle
TXN000154,2026-01-09,2026-01-08,2026-01,AUS01,5610,,IT,Robert Half International,INV82006,PO3319,AUD,9375.32,INPUT,Payment for subscription,API Import
TXN000155,08/01/2026,08/01/2026,2026-01,AUS01,5300,,OPS,BCG,INV71700,PO1826,GBP,2377.61,GST,Payment for services,Manual Entry
TXN000156,2025-10-02,2025-09-25,2025-10,AUS01,5400,,TAS,Oracle,INV53559,PO9740,GBP,27772.56,INPUT,Payment for services,Manual Entry
TXN000157,19/06/2025,17/06/2025,2025-08,AUS01,5910,,FIN,LinkedIn Corp,INV71675,,AUD,20555.73,EXPORT,Payment for goods,Oracle
TXN000158,03/28/2026,03/22/2026,2026-08,AUS01,5400,,CORP,Oracle,INV69412,PO2070,NZD,35516.16,INPUT,Payment for consulting,SAP
TXN000159,12-03-2026,04-03-2026,2026-08,AUS01,5920,,ACT,Adobe,INV76577,,NZD,34580.57,GST-FREE,Payment for services,Workday
TXN000160,2025-08-18,2025-08-13,2025-08,AUS01,5520,,,LinkedIn Corp,INV91379,,GBP,26615.06,GST-FREE,Payment for goods,Manual Entry
TXN000161,2025-08-13,2025-08-07,2025-08,AUS01,5200,,IT,Telstra Corp,INV81372,PO3835,GBP,25567.78,INPUT,Payment for services,API Import
TXN000162,27-06-2025,25-06-2025,2025-08,AUS01,5600,,NSW,LinkedIn Corp,INV33091,PO7648,NZD,25023.44,EXPORT,Payment for services,API Import
TXN000163,04-03-2026,29-01-2026,2026-08,AUS01,5500,,MKT,MSFT,INV86122,PO1003,AUD,9870.77,GST-FREE,Payment for goods,Oracle
TXN000164,01/15/2026,01/08/2026,2026-01,AUS01,5610,,FIN,Optus Pty,INV49286,PO5989,USD,9334.21,INPUT,Payment for consulting,Workday
TXN000165,2026-01-03,2025-12-24,2026-01,AUS01,5510,,MKT,DHL Express,INV58394,PO1870,USD,38377.48,GST,Payment for services,API Import
TXN000166,03/27/2026,03/25/2026,2026-08,AUS01,5920,,SA,KPMG Australia,INV91948,PO7271,AUD,10662.33,EXPORT,Payment for consulting,Manual Entry
TXN000167,14/01/2026,11/01/2026,2026-01,AUS01,5500,,MKT,Slack,INV64687,,USD,25038.43,INPUT,Payment for goods,Oracle
TXN000168,2025-01-01,2024-12-31,2025-01,AUS01,5110,,WA,Hays,INV21097,,GBP,43876.38,GST-FREE,Payment for consulting,Manual Entry
TXN000169,26-03-2026,16-03-2026,2026-08,AUS01,5120,,QLD,LinkedIn Corp,INV60425,PO4044,GBP,24887.05,EXPORT,Payment for consulting,API Import
TXN000170,01-11-2025,28-10-2025,2025-11,AUS01,5710,,HR,Robert Half International,INV14385,PO8917,NZD,18546.62,INPUT,Payment for subscription,SAP
TXN000171,19-09-2025,17-09-2025,2025-09,AUS01,5110,,TAS,PWC,INV42142,PO2279,GBP,23311.03,GST,Payment for license,API Import
TXN000172,2025-08-10,2025-08-04,2025-08,AUS01,5520,,MKT,AWS,INV85230,PO7897,GBP,20486.16,EXPORT,Payment for subscription,Workday
TXN000173,10/01/2026,09/01/2026,2026-01,AUS01,5710,,HR,EY Australia,INV85778,,NZD,2857.66,EXPORT,Payment for services,Workday
TXN000174,2026-01-26,2026-01-21,2026-01,AUS01,5500,,FIN,Google,INV43036,,USD,22801.27,INPUT,Payment for subscription,Workday
TXN000175,03/28/2026,03/27/2026,2026-08,AUS01,5800,,FIN,Atlassian Pty,INV96396,PO3873,USD,40964.9,GST-FREE,Payment for subscription,Oracle
